구어	구어-드라마-형태의미	! (관자놀이의 힘줄이 튀어나올만큼 어금니를 꾹 물며 본다)	!/SF (/SS*관자놀이/NNG*의/JKG 힘줄/NNG*이/JKS 튀어나오/VV+ㄹ/ETM*만큼/NNB 어금니/NNG*를/JKO 꾹/MAG 물/VV*며/EC 보/VV+ㄴ/EF*다/EF*)/SS	!/SF (/SS*관자놀이/NNG*의/JKG 힘줄/NNG*이/JKS 튀어나올/VV:DIC*만큼/NNB 어금니/NNG*를/JKO 꾹/MAG 물/VV*며/EC 본/VV:DIC*다/EF*)/SS	!/B-SF @B@ (/B-SS 관/B-NNG 자/I-NNG 놀/I-NNG 이/I-NNG 의/B-JKG @B@ 힘/B-NNG 줄/I-NNG 이/B-JKS @B@ 튀/B-VV 어/I-VV 나/I-VV 올/I-VV:DIC 만/B-NNB 큼/I-NNB @B@ 어/B-NNG 금/I-NNG 니/I-NNG 를/B-JKO @B@ 꾹/B-MAG @B@ 물/B-VV 며/B-EC @B@ 본/B-VV:DIC 다/I-EF )/B-SS	올|만/NNB@I-VV:DIC=오/VV+ㄹ/ETM 본|다/EF@B-VV:DIC=보/VV+ㄴ/EF	-
구어	구어-드라마-형태의미	! (미안한) ...다은이가 놀래서 그래.	!/SF (/SS*미안하/VA+ㄴ/ETM*)/SS ./SF*./SF*./SF*다은이/NNP*가/JKS 놀라/VV+아/EC*서/EC 그러/VV+어/EF*./SF	!/SF (/SS*미안한/VA:DIC*)/SS ./SF*./SF*./SF*다은이/NNP*가/JKS 놀래/VV:DIC*서/EC 그래/VV:DIC*./SF	!/B-SF @B@ (/B-SS 미/B-VA 안/I-VA 한/I-VA:DIC )/B-SS @B@ ./B-SF ./B-SF ./B-SF 다/B-NNP 은/I-NNP 이/I-NNP 가/B-JKS @B@ 놀/B-VV 래/I-VV:DIC 서/I-EC @B@ 그/B-VV 래/I-VV:DIC ./B-SF	한|)/SS@I-VA:DIC=하/VA+ㄴ/ETM 래|서/EC@I-VV:DIC=라/VV+아/EC 래|./SF@I-VV:DIC=러/VV+어/EF	-
구어	구어-드라마-형태의미	!(굳은, 고개 돌리는)...	!/SF*(/SS*굳/VA*은/ETM*,/SP 고개/NNG 돌리/VV*는/ETM*)/SS*./SF*./SF*./SF	!/SF*(/SS*굳/VA*은/ETM*,/SP 고개/NNG 돌리/VV*는/ETM*)/SS*./SF*./SF*./SF	!/B-SF (/B-SS 굳/B-VA 은/B-ETM ,/B-SP @B@ 고/B-NNG 개/I-NNG @B@ 돌/B-VV 리/I-VV 는/B-ETM )/B-SS ./B-SF ./B-SF ./B-SF		-
구어	구어-드라마-형태의미	(!) 회비.	(/SS*!/SF*)/SS 회비/NNG*./SF	(/SS*!/SF*)/SS 회비/NNG*./SF	(/B-SS !/B-SF )/B-SS @B@ 회/B-NNG 비/I-NNG ./B-SF		-
구어	구어-드라마-형태의미	('최고다' '멋져요~' 아부성 발언 넘치고).....	(/SS*'/SS*최고/NNG*이/VCP+다/EF*'/SS '/SS*멋지/VA+어/EC*요/EC*~/SO*'/SS 아부/NNG*성/XSN 발언/NNG 넘치/VV*고/EF*)/SS*./SF*./SF*./SF*./SF*./SF	(/SS*'/SS*최고/NNG*다/EF:DIC*'/SS '/SS*멋져/VA:DIC*요/EC*~/SO*'/SS 아부/NNG*성/XSN 발언/NNG 넘치/VV*고/EF*)/SS*./SF*./SF*./SF*./SF*./SF	(/B-SS '/B-SS 최/B-NNG 고/I-NNG 다/B-EF:DIC '/B-SS @B@ '/B-SS 멋/B-VA 져/I-VA:DIC 요/I-EC ~/B-SO '/B-SS @B@ 아/B-NNG 부/I-NNG 성/B-XSN @B@ 발/B-NNG 언/I-NNG @B@ 넘/B-VV 치/I-VV 고/B-EF )/B-SS ./B-SF ./B-SF ./B-SF ./B-SF ./B-SF	다|'/SS@B-EF:DIC=이/VCP+다/EF 져|요/EC@I-VA:DIC=지/VA+어/EC	-
구어	구어-드라마-형태의미	(*은석은 가운 벗은 와이셔츠 차림이고, 희주는 환자복 차림일 것)	(/SS**/SW*은석/NNP*은/JX 가운/NNG 벗/VV*은/ETM 와이셔츠/NNG 차림/NNG*이/VCP*고/EC*,/SP 희주/NNP*는/JX 환자복/NNG 차림/NNG*이/VCP+ㄹ/ETM 것/NNB*)/SS	(/SS**/SW*은석/NNP*은/JX 가운/NNG 벗/VV*은/ETM 와이셔츠/NNG 차림/NNG*이/VCP*고/EC*,/SP 희주/NNP*는/JX 환자복/NNG 차림/NNG*일/VCP:DIC 것/NNB*)/SS	(/B-SS */B-SW 은/B-NNP 석/I-NNP 은/B-JX @B@ 가/B-NNG 운/I-NNG @B@ 벗/B-VV 은/B-ETM @B@ 와/B-NNG 이/I-NNG 셔/I-NNG 츠/I-NNG @B@ 차/B-NNG 림/I-NNG 이/B-VCP 고/B-EC ,/B-SP @B@ 희/B-NNP 주/I-NNP 는/B-JX @B@ 환/B-NNG 자/I-NNG 복/I-NNG @B@ 차/B-NNG 림/I-NNG 일/B-VCP:DIC @B@ 것/B-NNB )/B-SS	일@B-VCP:DIC=이/VCP+ㄹ/ETM	-
구어	구어-드라마-형태의미	(E) 나 여기 있어요.	(/SS*E/SL*)/SS 나/NP 여기/NP 있/VA*어요/EF*./SF	(/SS*E/SL*)/SS 나/NP 여기/NP 있/VA*어요/EF*./SF	(/B-SS E/B-SL )/B-SS @B@ 나/B-NP @B@ 여/B-NP 기/I-NP @B@ 있/B-VA 어/B-EF 요/I-EF ./B-SF		-
구어	구어-드라마-형태의미	(E) 뛰어놀아야 하는데, 졸고 자빠졌고, 속을 썩이기 시작하는데, 오전 나절 내내 그러다 내가 더는 못 참고 이렇게 말했지.	(/SS*E/SL*)/SS 뛰어놀/VV*아야/EC 하/VX*는데/EC*,/SP 졸/VV*고/EC 자빠지/VV+었/EP*고/EC*,/SP 속/NNG*을/JKO 썩이/VV*기/ETN 시작하/VV*는데/EC*,/SP 오전/NNG 나절/NNB 내내/MAG 그러/VV*다/EC 내/NP*가/JKS 더/MAG*는/JX 못/MAG 참/VV*고/EC 이렇/VA*게/EC 말하/VV+였/EP*지/EF*./SF	(/SS*E/SL*)/SS 뛰어놀/VV*아야/EC 하/VX*는데/EC*,/SP 졸/VV*고/EC 자빠졌/VV:DIC*고/EC*,/SP 속/NNG*을/JKO 썩이/VV*기/ETN 시작하/VV*는데/EC*,/SP 오전/NNG 나절/NNB 내내/MAG 그러/VV*다/EC 내/NP*가/JKS 더/MAG*는/JX 못/MAG 참/VV*고/EC 이렇/VA*게/EC 말했/VV:DIC*지/EF*./SF	(/B-SS E/B-SL )/B-SS @B@ 뛰/B-VV 어/I-VV 놀/I-VV 아/B-EC 야/I-EC @B@ 하/B-VX 는/B-EC 데/I-EC ,/B-SP @B@ 졸/B-VV 고/B-EC @B@ 자/B-VV 빠/I-VV 졌/I-VV:DIC 고/B-EC ,/B-SP @B@ 속/B-NNG 을/B-JKO @B@ 썩/B-VV 이/I-VV 기/B-ETN @B@ 시/B-VV 작/I-VV 하/I-VV 는/B-EC 데/I-EC ,/B-SP @B@ 오/B-NNG 전/I-NNG @B@ 나/B-NNB 절/I-NNB @B@ 내/B-MAG 내/I-MAG @B@ 그/B-VV 러/I-VV 다/B-EC @B@ 내/B-NP 가/B-JKS @B@ 더/B-MAG 는/B-JX @B@ 못/B-MAG @B@ 참/B-VV 고/B-EC @B@ 이/B-VA 렇/I-VA 게/B-EC @B@ 말/B-VV 했/I-VV:DIC 지/B-EF ./B-SF	졌|고/EC@I-VV:DIC=지/VV+었/EP 했|지/EF@I-VV:DIC=하/VV+였/EP	-
구어	구어-드라마-형태의미	(F) 한 시간 남았다.	(/SS*F/SL*)/SS 한/MM 시간/NNG 남/VV*았/EP*다/EF*./SF	(/SS*F/SL*)/SS 한/MM 시간/NNG 남/VV*았/EP*다/EF*./SF	(/B-SS F/B-SL )/B-SS @B@ 한/B-MM @B@ 시/B-NNG 간/I-NNG @B@ 남/B-VV 았/B-EP 다/B-EF ./B-SF		-
구어	구어-드라마-형태의미	(N)그래도 나름 따라다니는 남자도 있었어.	(/SS*N/SL*)/SS*그리하/VV+여/EC*도/EC 나름/NNB 따라다니/VV*는/ETM 남자/NNG*도/JX 있/VA*었/EP*어/EF*./SF	(/SS*N/SL*)/SS*그래/VV:DIC*도/EC 나름/NNB 따라다니/VV*는/ETM 남자/NNG*도/JX 있/VA*었/EP*어/EF*./SF	(/B-SS N/B-SL )/B-SS 그/B-VV 래/I-VV:DIC 도/I-EC @B@ 나/B-NNB 름/I-NNB @B@ 따/B-VV 라/I-VV 다/I-VV 니/I-VV 는/B-ETM @B@ 남/B-NNG 자/I-NNG 도/B-JX @B@ 있/B-VA 었/B-EP 어/B-EF ./B-SF	래|도/EC@I-VV:DIC=리하/VV+여/EC	-
