문어	NWRW1800000030.090.1.1	"2011년 한반도 상황 매우 불안해"	"/SS*2011/SN*년/NNB 한반도/NNP 상황/NNG 매우/MAG 불안/NNG*하/XSA+아/EF*"/SS	"/SS*2011/SN*년/NNB 한반도/NNP 상황/NNG 매우/MAG 불안/NNG*해/XSA:DIC*"/SS	"/B-SS 2/B-SN 0/I-SN 1/I-SN 1/I-SN 년/B-NNB @B@ 한/B-NNP 반/I-NNP 도/I-NNP @B@ 상/B-NNG 황/I-NNG @B@ 매/B-MAG 우/I-MAG @B@ 불/B-NNG 안/I-NNG 해/B-XSA:DIC "/B-SS	해|"/SS@B-XSA:DIC=하/XSA+아/EF	-
문어	NWRW1800000026.006.12.1	"3년간 뉴질랜드에는 2번 왔습니다.	"/SS*3/SN*년/NNB*간/XSN 뉴질랜드/NNP*에/JKB*는/JX 2/SN*번/NNB 오/VV+았/EP*습니다/EF*./SF	"/SS*3/SN*년/NNB*간/XSN 뉴질랜드/NNP*에/JKB*는/JX 2/SN*번/NNB 왔/VV:DIC*습니다/EF*./SF	"/B-SS 3/B-SN 년/B-NNB 간/B-XSN @B@ 뉴/B-NNP 질/I-NNP 랜/I-NNP 드/I-NNP 에/B-JKB 는/B-JX @B@ 2/B-SN 번/B-NNB @B@ 왔/B-VV:DIC 습/B-EF 니/I-EF 다/I-EF ./B-SF	왔|습/EF@B-VV:DIC=오/VV+았/EP	-
문어	NWRW1800000030.179.1.1	"美 4500만 가구에 개는 영혼의 동반자"	"/SS*美/SH 4500/SN*만/NR 가구/NNG*에/JKB 개/NNG*는/JX 영혼/NNG*의/JKG 동반자/NNG*"/SS	"/SS*美/SH 4500/SN*만/NR 가구/NNG*에/JKB 개/NNG*는/JX 영혼/NNG*의/JKG 동반자/NNG*"/SS	"/B-SS 美/B-SH @B@ 4/B-SN 5/I-SN 0/I-SN 0/I-SN 만/B-NR @B@ 가/B-NNG 구/I-NNG 에/B-JKB @B@ 개/B-NNG 는/B-JX @B@ 영/B-NNG 혼/I-NNG 의/B-JKG @B@ 동/B-NNG 반/I-NNG 자/I-NNG "/B-SS		-
문어	NWRW1800000046.097.5.3	"교수 방에 사무실을 차리고 직원까지 있으니 사실 불편하고 눈치도 보여요.	"/SS*교수/NNG 방/NNG*에/JKB 사무실/NNG*을/JKO 차리/VV*고/EC 직원/NNG*까지/JX 있/VA*으니/EC 사실/MAG 불편/NNG*하/XSA*고/EC 눈치/NNG*도/JX 보이/VV+어/EF*요/EF*./SF	"/SS*교수/NNG 방/NNG*에/JKB 사무실/NNG*을/JKO 차리/VV*고/EC 직원/NNG*까지/JX 있/VA*으니/EC 사실/MAG 불편/NNG*하/XSA*고/EC 눈치/NNG*도/JX 보여/VV:DIC*요/EF*./SF	"/B-SS 교/B-NNG 수/I-NNG @B@ 방/B-NNG 에/B-JKB @B@ 사/B-NNG 무/I-NNG 실/I-NNG 을/B-JKO @B@ 차/B-VV 리/I-VV 고/B-EC @B@ 직/B-NNG 원/I-NNG 까/B-JX 지/I-JX @B@ 있/B-VA 으/B-EC 니/I-EC @B@ 사/B-MAG 실/I-MAG @B@ 불/B-NNG 편/I-NNG 하/B-XSA 고/B-EC @B@ 눈/B-NNG 치/I-NNG 도/B-JX @B@ 보/B-VV 여/I-VV:DIC 요/I-EF ./B-SF	여|요/EF@I-VV:DIC=이/VV+어/EF	-
문어	NWRW1800000046.369.4.2	"당 대표 권한만 비대해진다"는 등의 반대 의견도 나왔지만, 거수 표결 끝에 참석자 35명(정원 66명) 중 찬성 29명, 반대 2명, 기권 4명으로 통과됐다.	"/SS*당/NNG 대표/NNG 권한/NNG*만/JX 비대/NNG*하/XSA+아/EC*지/VX+ㄴ/EF*다/EF*"/SS*는/ETM 등/NNB*의/JKG 반대/NNG 의견/NNG*도/JX 나오/VV+았/EP*지만/EC*,/SP 거수/NNG 표결/NNG 끝/NNG*에/JKB 참석자/NNG 35/SN*명/NNB*(/SS*정원/NNG 66/SN*명/NNB*)/SS 중/NNB 찬성/NNG 29/SN*명/NNB*,/SP 반대/NNG 2/SN*명/NNB*,/SP 기권/NNG 4/SN*명/NNB*으로/JKB 통과/NNG*되/XSV+었/EP*다/EF*./SF	"/SS*당/NNG 대표/NNG 권한/NNG*만/JX 비대/NNG*해/XSA:DIC*진/VX:DIC*다/EF*"/SS*는/ETM 등/NNB*의/JKG 반대/NNG 의견/NNG*도/JX 나왔/VV:DIC*지만/EC*,/SP 거수/NNG 표결/NNG 끝/NNG*에/JKB 참석자/NNG 35/SN*명/NNB*(/SS*정원/NNG 66/SN*명/NNB*)/SS 중/NNB 찬성/NNG 29/SN*명/NNB*,/SP 반대/NNG 2/SN*명/NNB*,/SP 기권/NNG 4/SN*명/NNB*으로/JKB 통과/NNG*됐/XSV:DIC*다/EF*./SF	"/B-SS 당/B-NNG @B@ 대/B-NNG 표/I-NNG @B@ 권/B-NNG 한/I-NNG 만/B-JX @B@ 비/B-NNG 대/I-NNG 해/B-XSA:DIC 진/B-VX:DIC 다/I-EF "/B-SS 는/B-ETM @B@ 등/B-NNB 의/B-JKG @B@ 반/B-NNG 대/I-NNG @B@ 의/B-NNG 견/I-NNG 도/B-JX @B@ 나/B-VV 왔/I-VV:DIC 지/B-EC 만/I-EC ,/B-SP @B@ 거/B-NNG 수/I-NNG @B@ 표/B-NNG 결/I-NNG @B@ 끝/B-NNG 에/B-JKB @B@ 참/B-NNG 석/I-NNG 자/I-NNG @B@ 3/B-SN 5/I-SN 명/B-NNB (/B-SS 정/B-NNG 원/I-NNG @B@ 6/B-SN 6/I-SN 명/B-NNB )/B-SS @B@ 중/B-NNB @B@ 찬/B-NNG 성/I-NNG @B@ 2/B-SN 9/I-SN 명/B-NNB ,/B-SP @B@ 반/B-NNG 대/I-NNG @B@ 2/B-SN 명/B-NNB ,/B-SP @B@ 기/B-NNG 권/I-NNG @B@ 4/B-SN 명/B-NNB 으/B-JKB 로/I-JKB @B@ 통/B-NNG 과/I-NNG 됐/B-XSV:DIC 다/B-EF ./B-SF	해진|다/EF@B-XSA:DIC=하/XSA+아/EC*지/VX+ㄴ/EF 왔|지/EC@I-VV:DIC=오/VV+았/EP 됐|다/EF@B-XSV:DIC=되/XSV+었/EP	-
문어	NWRW1800000038.073.3.1	"당신만이 접근할 수 있는 이야기가 가장 좋은 논픽션 소재다."	"/SS*당신/NP*만/JX*이/JKS 접근/NNG*하/XSV+ㄹ/ETM 수/NNB 있/VA*는/ETM 이야기/NNG*가/JKS 가장/MAG 좋/VA*은/ETM 논픽션/NNG 소재/NNG*이/VCP+다/EF*./SF*"/SS	"/SS*당신/NP*만/JX*이/JKS 접근/NNG*할/XSV:DIC 수/NNB 있/VA*는/ETM 이야기/NNG*가/JKS 가장/MAG 좋/VA*은/ETM 논픽션/NNG 소재/NNG*다/EF:DIC*./SF*"/SS	"/B-SS 당/B-NP 신/I-NP 만/B-JX 이/B-JKS @B@ 접/B-NNG 근/I-NNG 할/B-XSV:DIC @B@ 수/B-NNB @B@ 있/B-VA 는/B-ETM @B@ 이/B-NNG 야/I-NNG 기/I-NNG 가/B-JKS @B@ 가/B-MAG 장/I-MAG @B@ 좋/B-VA 은/B-ETM @B@ 논/B-NNG 픽/I-NNG 션/I-NNG @B@ 소/B-NNG 재/I-NNG 다/B-EF:DIC ./B-SF "/B-SS	할@B-XSV:DIC=하/XSV+ㄹ/ETM 다|./SF@B-EF:DIC=이/VCP+다/EF	-
문어	NWRW1800000030.184.10.1	"사고 싶은 것이 있어서 그랬어요.	"/SS*사/VV*고/EC 싶/VX*은/ETM 것/NNB*이/JKS 있/VA*어서/EC 그러/VV+었/EP*어요/EF*./SF	"/SS*사/VV*고/EC 싶/VX*은/ETM 것/NNB*이/JKS 있/VA*어서/EC 그랬/VV:DIC*어요/EF*./SF	"/B-SS 사/B-VV 고/B-EC @B@ 싶/B-VX 은/B-ETM @B@ 것/B-NNB 이/B-JKS @B@ 있/B-VA 어/B-EC 서/I-EC @B@ 그/B-VV 랬/I-VV:DIC 어/B-EF 요/I-EF ./B-SF	랬|어/EF@I-VV:DIC=러/VV+었/EP	-
문어	NWRW1800000030.110.1.1	"선플 달아요" 전국 청소년 용돈 모아 착한 캠페인	"/SS*선플/NNG 달/VV*아요/EF*"/SS 전국/NNG 청소년/NNG 용돈/NNG 모으/VV*아/EC 착하/VA+ㄴ/ETM 캠페인/NNG	"/SS*선플/NNG 달/VV*아요/EF*"/SS 전국/NNG 청소년/NNG 용돈/NNG 모/VV:DIC*아/EC 착한/VA:DIC 캠페인/NNG	"/B-SS 선/B-NNG 플/I-NNG @B@ 달/B-VV 아/B-EF 요/I-EF "/B-SS @B@ 전/B-NNG 국/I-NNG @B@ 청/B-NNG 소/I-NNG 년/I-NNG @B@ 용/B-NNG 돈/I-NNG @B@ 모/B-VV:DIC 아/B-EC @B@ 착/B-VA 한/I-VA:DIC @B@ 캠/B-NNG 페/I-NNG 인/I-NNG	모|아/EC@B-VV:DIC=모으/VV 한@I-VA:DIC=하/VA+ㄴ/ETM	-
문어	NWRW1800000030.106.3.1	"스위스에 있는 모든 주택과 빌딩 가운데 95%는 지하 방공호를 갖고 있어요.	"/SS*스위스/NNP*에/JKB 있/VA*는/ETM 모든/MM 주택/NNG*과/JC 빌딩/NNG 가운데/NNG 95/SN*%/SW*는/JX 지하/NNG 방공호/NNG*를/JKO 갖/VV*고/EC 있/VX*어요/EF*./SF	"/SS*스위스/NNP*에/JKB 있/VA*는/ETM 모든/MM 주택/NNG*과/JC 빌딩/NNG 가운데/NNG 95/SN*%/SW*는/JX 지하/NNG 방공호/NNG*를/JKO 갖/VV*고/EC 있/VX*어요/EF*./SF	"/B-SS 스/B-NNP 위/I-NNP 스/I-NNP 에/B-JKB @B@ 있/B-VA 는/B-ETM @B@ 모/B-MM 든/I-MM @B@ 주/B-NNG 택/I-NNG 과/B-JC @B@ 빌/B-NNG 딩/I-NNG @B@ 가/B-NNG 운/I-NNG 데/I-NNG @B@ 9/B-SN 5/I-SN %/B-SW 는/B-JX @B@ 지/B-NNG 하/I-NNG @B@ 방/B-NNG 공/I-NNG 호/I-NNG 를/B-JKO @B@ 갖/B-VV 고/B-EC @B@ 있/B-VX 어/B-EF 요/I-EF ./B-SF		-
문어	NWRW1800000030.090.3.1	"자제력을 잃은 북한의 고(高)수위 도발행위는 2011년 한반도를 더욱 더 부싯깃통(tinderbox)같이 일촉즉발의 상황으로 몰아넣을 것이며, 어느 한쪽이라도 오판을 한다면 한반도 전체가 파멸적인 대결의 장소로 변할 것이다."	"/SS*자제력/NNG*을/JKO 잃/VV*은/ETM 북한/NNP*의/JKG 고/XPN*(/SS*高/SH*)/SS*수위/NNG 도발/NNG*행위/NNG*는/JX 2011/SN*년/NNB 한반도/NNP*를/JKO 더욱/MAG 더/MAG 부싯깃/NNG*통/NNG*(/SS*tinderbox/SL*)/SS*같이/JKB 일촉즉발/NNG*의/JKG 상황/NNG*으로/JKB 몰아넣/VV*을/ETM 것/NNB*이/VCP*며/EC*,/SP 어느/MM 한쪽/NNG*이/VCP*라도/EC 오판/NNG*을/JKO 하/VV+ㄴ/EC*다면/EC 한반도/NNP 전체/NNG*가/JKS 파멸/NNG*적/XSN*이/VCP+ㄴ/ETM 대결/NNG*의/JKG 장소/NNG*로/JKB 변하/VV+ㄹ/ETM 것/NNB*이/VCP*다/EF*./SF*"/SS	"/SS*자제력/NNG*을/JKO 잃/VV*은/ETM 북한/NNP*의/JKG 고/XPN*(/SS*高/SH*)/SS*수위/NNG 도발/NNG*행위/NNG*는/JX 2011/SN*년/NNB 한반도/NNP*를/JKO 더욱/MAG 더/MAG 부싯깃/NNG*통/NNG*(/SS*tinderbox/SL*)/SS*같이/JKB 일촉즉발/NNG*의/JKG 상황/NNG*으로/JKB 몰아넣/VV*을/ETM 것/NNB*이/VCP*며/EC*,/SP 어느/MM 한쪽/NNG*이/VCP*라도/EC 오판/NNG*을/JKO 한/VV:DIC*다면/EC 한반도/NNP 전체/NNG*가/JKS 파멸/NNG*적/XSN*인/VCP:DIC 대결/NNG*의/JKG 장소/NNG*로/JKB 변할/VV:DIC 것/NNB*이/VCP*다/EF*./SF*"/SS	"/B-SS 자/B-NNG 제/I-NNG 력/I-NNG 을/B-JKO @B@ 잃/B-VV 은/B-ETM @B@ 북/B-NNP 한/I-NNP 의/B-JKG @B@ 고/B-XPN (/B-SS 高/B-SH )/B-SS 수/B-NNG 위/I-NNG @B@ 도/B-NNG 발/I-NNG 행/B-NNG 위/I-NNG 는/B-JX @B@ 2/B-SN 0/I-SN 1/I-SN 1/I-SN 년/B-NNB @B@ 한/B-NNP 반/I-NNP 도/I-NNP 를/B-JKO @B@ 더/B-MAG 욱/I-MAG @B@ 더/B-MAG @B@ 부/B-NNG 싯/I-NNG 깃/I-NNG 통/B-NNG (/B-SS t/B-SL i/I-SL n/I-SL d/I-SL e/I-SL r/I-SL b/I-SL o/I-SL x/I-SL )/B-SS 같/B-JKB 이/I-JKB @B@ 일/B-NNG 촉/I-NNG 즉/I-NNG 발/I-NNG 의/B-JKG @B@ 상/B-NNG 황/I-NNG 으/B-JKB 로/I-JKB @B@ 몰/B-VV 아/I-VV 넣/I-VV 을/B-ETM @B@ 것/B-NNB 이/B-VCP 며/B-EC ,/B-SP @B@ 어/B-MM 느/I-MM @B@ 한/B-NNG 쪽/I-NNG 이/B-VCP 라/B-EC 도/I-EC @B@ 오/B-NNG 판/I-NNG 을/B-JKO @B@ 한/B-VV:DIC 다/I-EC 면/I-EC @B@ 한/B-NNP 반/I-NNP 도/I-NNP @B@ 전/B-NNG 체/I-NNG 가/B-JKS @B@ 파/B-NNG 멸/I-NNG 적/B-XSN 인/B-VCP:DIC @B@ 대/B-NNG 결/I-NNG 의/B-JKG @B@ 장/B-NNG 소/I-NNG 로/B-JKB @B@ 변/B-VV 할/I-VV:DIC @B@ 것/B-NNB 이/B-VCP 다/B-EF ./B-SF "/B-SS	한|다/EC@B-VV:DIC=하/VV+ㄴ/EC 인@B-VCP:DIC=이/VCP+ㄴ/ETM 할@I-VV:DIC=하/VV+ㄹ/ETM	-
문어	NWRW1800000054.307.6.1	'1960년 9월 26일 오전까지 매사추세츠주(州) 상원의원 케네디는 상대적으로 무명이었다.	'/SS*1960/SN*년/NNB 9/SN*월/NNB 26/SN*일/NNB 오전/NNG*까지/JX 매사추세츠주/NNP*(/SS*州/SH*)/SS 상원/NNG*의원/NNG 케네디/NNP*는/JX 상대/NNG*적/XSN*으로/JKB 무명/NNG*이/VCP*었/EP*다/EF*./SF	'/SS*1960/SN*년/NNB 9/SN*월/NNB 26/SN*일/NNB 오전/NNG*까지/JX 매사추세츠주/NNP*(/SS*州/SH*)/SS 상원/NNG*의원/NNG 케네디/NNP*는/JX 상대/NNG*적/XSN*으로/JKB 무명/NNG*이/VCP*었/EP*다/EF*./SF	'/B-SS 1/B-SN 9/I-SN 6/I-SN 0/I-SN 년/B-NNB @B@ 9/B-SN 월/B-NNB @B@ 2/B-SN 6/I-SN 일/B-NNB @B@ 오/B-NNG 전/I-NNG 까/B-JX 지/I-JX @B@ 매/B-NNP 사/I-NNP 추/I-NNP 세/I-NNP 츠/I-NNP 주/I-NNP (/B-SS 州/B-SH )/B-SS @B@ 상/B-NNG 원/I-NNG 의/B-NNG 원/I-NNG @B@ 케/B-NNP 네/I-NNP 디/I-NNP 는/B-JX @B@ 상/B-NNG 대/I-NNG 적/B-XSN 으/B-JKB 로/I-JKB @B@ 무/B-NNG 명/I-NNG 이/B-VCP 었/B-EP 다/B-EF ./B-SF		-
